1, 480
2, 503
3, 475
4, 628
5, 519
6, 628
7, 703
8, 638
9, 518
10, 
11, 
12, 503
13, 
14, 
15, 
16, 
17, 
18, 638
19, 
20, 807
21, 
22, 582
23, 581
24, 628
25, 645
26, 628
27, 703
28, 541
29, 518
30, 518
31, 550
