1, 979
2, 1361
3, 862
4, 990
5, 767
6, 883
7, 767
8, 864
9, 1014
10, 767
11, 887
12, 767
13, 917
14, 888
15, 869
16, 1014
17, 862
18, 917
19, 856
20, 940
21, 864
22, 888
23, 1113
24, 888
25, 1033
26, 965
27, 1033
28, 1010
29, 1048
30, 1048
