1, 496
2, 459
3, 509
4, 492
5, 494
6, 542
7, 532
8, 532
9, 459
10, 547
11, 492
12, 492
13, 582
14, 582
15, 512
16, 459
17, 582
18, 513
19, 513
20, 554
21, 618
22, 638
23, 459
24, 711
25, 495
26, 495
27, 586
28, 716
29, 752
30, 650
