1, 614
2, 623
3, 663
4, 683
5, 703
6, 623
7, 623
8, 623
9, 623
10, 663
11, 783
12, 623
13, 623
14, 623
15, 623
16, 623
17, 766
18, 626
19, 626
20, 540
21, 527
22, 540
23, 540
24, 540
25, 554
26, 540
27, 540
28, 530
29, 530
30, 639
31, 636
