1, 1604
2, 1579
3, 1613
4, 1595
5, 1667
6, 1667
7, 1592
8, 1581
9, 1581
10, 1613
11, 1668
12, 1471
13, 1761
14, 1640
15, 1702
16, 1737
17, 1737
18, 1669
19, 1764
20, 1618
21, 1578
22, 1568
23, 1581
24, 1581
25, 1581
26, 1598
27, 1598
28, 1600
29, 1402
30, 1567
31, 1567
