1, 
2, 
3, 
4, 
5, 
6, 
7, 511
8, 
9, 563
10, 
11, 
12, 
13, 
14, 
15, 
16, 
17, 
18, 
19, 563
20, 
21, 
22, 
23, 
24, 
25, 
26, 
27, 511
28, 
29, 
30, 480
