1, 1251
2, 983
3, 983
4, 1230
5, 1063
6, 1001
7, 989
8, 1033
9, 1015
10, 989
11, 1054
12, 924
13, 924
14, 925
15, 966
16, 1015
17, 989
18, 1047
19, 924
20, 924
21, 925
22, 1024
23, 1015
24, 989
25, 1129
26, 965
27, 1001
28, 965
29, 1047
30, 1015
31, 976
