1, 481
2, 490
3, 483
4, 483
5, 468
6, 468
7, 450
8, 483
9, 443
10, 443
11, 479
12, 569
13, 519
14, 491
15, 491
16, 450
17, 450
18, 481
19, 453
20, 481
21, 453
22, 453
23, 
24, 481
25, 481
26, 450
27, 450
28, 450
29, 450
30, 450
31, 409
