1, 952
2, 989
3, 959
4, 995
5, 984
6, 947
7, 1134
8, 1318
9, 1203
10, 1066
11, 1176
12, 
13, 1145
14, 
15, 1686
16, 1098
17, 1134
18, 1336
19, 1439
20, 
21, 1433
22, 1705
23, 
24, 
25, 1192
26, 1400
27, 1474
28, 1437
29, 1074
30, 1260
31, 1048
