10, 
11, 789
12, 789
13, 717
14, 717
15, 717
16, 781
17, 783
18, 717
19, 793
20, 782
21, 
22, 718
23, 
24, 717
25, 791
26, 
27, 
28, 
29, 
30, 
31, 760
