1, 444
2, 456
3, 448
4, 448
5, 424
6, 424
7, 456
8, 424
9, 424
10, 444
11, 424
12, 424
13, 444
14, 478
15, 424
16, 469
17, 424
18, 444
19, 424
20, 424
21, 495
22, 498
23, 569
24, 620
25, 606
26, 597
27, 603
28, 639
29, 567
30, 567
