1, 498
2, 596
3, 579
4, 583
5, 583
6, 583
7, 686
8, 686
9, 694
10, 
11, 
12, 591
13, 
14, 
15, 
16, 582
17, 580
18, 542
19, 540
20, 562
21, 562
22, 562
23, 493
24, 493
25, 493
26, 493
27, 493
28, 493
29, 493
30, 542
31, 549
